YEAR,Month,Day,temperature,Humidity,Rainfall (mm/day),wind direction,CN,INFILTRATION,RUNOFF(mm/day),Runoff%,Dams
2019,1,1,11.4,5.68,0,181.25,79,0,0,0,0
2019,1,2,10.76,6.35,3.93,182.75,79,-213.3544304,0.279459644,7.11093241,0
2019,1,3,10.16,6.59,1.27,206.06,79,-213.3544304,0.259370561,20.42287884,0
2019,1,4,10.34,5.74,0,171.5,79,0,0,0,0
2019,1,5,10.05,5.43,0.52,199.12,79,-213.3544304,0.253819855,48.8115105,1
2019,1,6,9.89,5.74,11.81,219.88,79,-213.3544304,0.342919813,2.903639397,0
2019,1,7,9.33,5.62,6.65,209.25,79,-213.3544304,0.30067561,4.521437752,0
2019,1,8,9.78,5.86,18.26,210.94,79,-213.3544304,0.399747207,2.189196094,0
2019,1,9,8.6,5.49,11.43,248.44,79,-213.3544304,0.339715429,2.972138484,0
2019,1,10,8.85,5.19,0.34,115.94,79,-213.3544304,0.252494958,74.26322296,1
2019,1,11,9.3,4.76,0,114.38,79,0,0,0,0
2019,1,12,10.59,4.82,0,120.19,79,0,0,0,0
2019,1,13,9.2,5.37,0.68,204.38,79,-213.3544304,0.254999896,37.49998467,0
2019,1,14,10.28,6.9,5.4,210.25,79,-213.3544304,0.290838911,5.385905764,0
2019,1,15,9.3,5.49,0.01,186.69,79,-213.3544304,0.250073239,2500.732392,1
2019,1,16,8.51,5.37,29.67,212.25,79,-213.3544304,0.513006651,1.729041627,0
2019,1,17,9.71,5.8,5.54,281,79,-213.3544304,0.291933217,5.269552645,0
2019,1,18,9.51,5.37,0,207.44,79,0,0,0,0
2019,1,19,8.1,4.39,0,80.25,79,0,0,0,0
2019,1,20,9.35,5.13,0,103.75,79,0,0,0,0
2019,1,21,10.86,4.82,0,109.88,79,0,0,0,0
2019,1,22,11.24,5.68,0,195.56,79,0,0,0,0
2019,1,23,11.02,5.43,0,98.25,79,0,0,0,0
2019,1,24,12.28,5.98,0,170.44,79,0,0,0,0
2019,1,25,11.55,5.68,0,112.94,79,0,0,0,0
2019,1,26,13.51,5.92,0,147.56,79,0,0,0,0
2019,1,27,12.66,6.41,0,229.5,79,0,0,0,0
2019,1,28,9.24,6.47,5.69,236.12,79,-213.3544304,0.293107747,5.15127851,0
2019,1,29,12.82,6.59,0.1,178.94,79,-213.3544304,0.250732779,250.7327788,1
2019,1,30,12.65,5.19,0,180.44,79,0,0,0,0
2019,1,31,11.38,5.55,0,213.25,79,0,0,0,0
2019,2,1,11.3,5.98,0,228.81,79,0,0,0,0
2019,2,2,10.86,6.35,0,175.38,79,0,0,0,0
2019,2,3,11.8,5.31,0,84,79,0,0,0,0
2019,2,4,12.67,4.64,0,107.38,79,0,0,0,0
2019,2,5,14.75,4.82,0.01,112.88,79,-213.3544304,0.250073239,2500.732392,1
2019,2,6,15.05,6.41,7.88,121,79,-213.3544304,0.310502368,3.940385385,0
2019,2,7,14.73,9.34,5.52,224.12,79,-213.3544304,0.291776774,5.285811116,0
2019,2,8,12.09,6.9,0.37,205.06,79,-213.3544304,0.25271558,68.30150802,1
2019,2,9,11.54,7.14,8.32,247.69,79,-213.3544304,0.314053788,3.774684949,0
2019,2,10,9.87,6.77,11.3,227.25,79,-213.3544304,0.3386227,2.99666106,0
2019,2,11,11.62,6.59,4.36,268.12,79,-213.3544304,0.282767459,6.48549219,0
2019,2,12,11.14,5.8,0.01,112,79,-213.3544304,0.250073239,2500.732392,1
2019,2,13,12.28,5.25,0,120.81,79,0,0,0,0
2019,2,14,10.18,5.8,2.84,193.94,79,-213.3544304,0.27115065,9.547558086,0
2019,2,15,8.97,5.55,2.7,207.5,79,-213.3544304,0.270091254,10.00337977,0
2019,2,16,10.52,6.84,22.77,233.88,79,-213.3544304,0.442426597,1.943024142,0
2019,2,17,10.33,5.8,0.74,200.19,79,-213.3544304,0.255442984,34.51932217,0
2019,2,18,9.57,5.68,0.39,215.31,79,-213.3544304,0.252862704,64.83659075,1
2019,2,19,10.24,6.29,0.09,229.94,79,-213.3544304,0.250659462,278.5105136,1
2019,2,20,11.87,6.84,0.01,241.94,79,-213.3544304,0.250073239,2500.732392,1
2019,2,21,11.01,6.23,0.32,197.94,79,-213.3544304,0.25234792,78.85872505,1
2019,2,22,10.56,5.92,0.01,187.38,79,-213.3544304,0.250073239,2500.732392,1
2019,2,23,10.67,6.23,0.03,186.88,79,-213.3544304,0.250219743,834.0658115,1
2019,2,24,11.83,5.74,0,149.62,79,0,0,0,0
2019,2,25,14.58,5.37,0,115.81,79,0,0,0,0
2019,2,26,12.02,6.04,1.45,203.25,79,-213.3544304,0.260710052,17.98000356,0
2019,2,27,11.62,7.51,12.34,249.88,79,-213.3544304,0.34741477,2.815354703,0
2019,2,28,10.19,6.84,32.68,264.81,79,-213.3544304,0.54600689,1.670767718,0
2019,3,1,9.49,5.55,2.07,279.25,79,-213.3544304,0.265345742,12.81863489,0
2019,3,2,10,6.9,2.84,227.06,79,-213.3544304,0.27115065,9.547558086,0
2019,3,3,11.05,5.92,0.09,188.56,79,-213.3544304,0.250659462,278.5105136,1
2019,3,4,11.86,6.84,1.47,209.75,79,-213.3544304,0.26085906,17.74551427,0
2019,3,5,11.29,6.96,0.74,82.31,79,-213.3544304,0.255442984,34.51932217,0
2019,3,6,12.29,6.47,0,211.75,79,0,0,0,0
2019,3,7,12.13,7.2,0,257.75,79,0,0,0,0
2019,3,8,12.23,6.23,0,251.38,79,0,0,0,0
2019,3,9,11.69,5.07,0,161.75,79,0,0,0,0
2019,3,10,12.24,5.86,0,223.69,79,0,0,0,0
2019,3,11,13.23,6.96,0,233.56,79,0,0,0,0
2019,3,12,14.95,6.35,0,152.75,79,0,0,0,0
2019,3,13,15.56,6.77,0.3,195.69,79,-213.3544304,0.252200917,84.06697226,1
2019,3,14,10.95,7.32,8.13,245.38,79,-213.3544304,0.312517862,3.844008139,0
2019,3,15,13.31,7.02,0.09,209.88,79,-213.3544304,0.250659462,278.5105136,1
2019,3,16,11.31,7.2,21.83,231.06,79,-213.3544304,0.433317771,1.984964596,0
2019,3,17,12.51,7.32,7.72,266.56,79,-213.3544304,0.309215698,4.005384687,0
2019,3,18,13.52,7.32,0,217.69,79,0,0,0,0
2019,3,19,15.02,7.02,0,188.88,79,0,0,0,0
2019,3,20,15.29,7.57,0,151.75,79,0,0,0,0
2019,3,21,15.19,7.14,0.01,193.75,79,-213.3544304,0.250073239,2500.732392,1
2019,3,22,15.55,8,0.04,212.88,79,-213.3544304,0.250293008,625.7325211,1
2019,3,23,15.83,7.93,0,160.12,79,0,0,0,0
2019,3,24,14.75,7.75,0.12,219.69,79,-213.3544304,0.250879438,209.066198,1
2019,3,25,11.22,6.77,4.69,284.44,79,-213.3544304,0.285317639,6.083531739,0
2019,3,26,12.27,6.23,0,235.06,79,0,0,0,0
2019,3,27,12.89,7.2,0.69,238.94,79,-213.3544304,0.255073722,36.9672061,0
2019,3,28,14.4,7.75,0.13,212.38,79,-213.3544304,0.25095278,193.0406,1
2019,3,29,15.83,7.57,2.41,176.25,79,-213.3544304,0.267902398,11.11628208,0
2019,3,30,14.52,8.24,8.62,225.25,79,-213.3544304,0.316486267,3.671534414,0
2019,3,31,11.67,7.63,6.25,232,79,-213.3544304,0.297511595,4.760185524,0
2019,4,1,11.71,7.51,6.53,232.69,79,-213.3544304,0.299724787,4.589966108,0
2019,4,2,13.05,7.08,0.76,200.12,79,-213.3544304,0.25559075,33.6303618,0
2019,4,3,14.46,6.71,0,177.88,79,0,0,0,0
2019,4,4,16.12,7.75,0.28,218.25,79,-213.3544304,0.252053948,90.0192671,1
2019,4,5,15.7,8.18,0.42,293.62,79,-213.3544304,0.253083455,60.25796551,1
2019,4,6,16.98,7.63,0.07,143.44,79,-213.3544304,0.250512855,357.8755071,1
2019,4,7,20.4,8.12,0.01,175.38,79,-213.3544304,0.250073239,2500.732392,1
2019,4,8,19.37,8.61,0.04,215.19,79,-213.3544304,0.250293008,625.7325211,1
2019,4,9,18.12,8.36,0.26,212.06,79,-213.3544304,0.251907014,96.88731289,1
2019,4,10,15.55,7.51,0.01,268.12,79,-213.3544304,0.250073239,2500.732392,1
2019,4,11,14.93,6.9,0.29,213.5,79,-213.3544304,0.252127428,86.94049242,1
2019,4,12,16.55,7.08,0,138.31,79,0,0,0,0
2019,4,13,21.06,6.47,0,114.69,79,0,0,0,0
2019,4,14,17.98,8.3,0,213.56,79,0,0,0,0
2019,4,15,16.5,8,1.77,216.69,79,-213.3544304,0.263098417,14.86431733,0
2019,4,16,16.04,8.18,1.1,212.5,79,-213.3544304,0.258108098,23.46437255,0
2019,4,17,14.92,7.93,0.2,254,79,-213.3544304,0.251466417,125.7332086,1
2019,4,18,14.94,7.08,0.03,259.5,79,-213.3544304,0.250219743,834.0658115,1
2019,4,19,13.51,6.96,5.05,248.5,79,-213.3544304,0.288111241,5.705173098,0
2019,4,20,13.7,7.14,1.92,243.5,79,-213.3544304,0.264221081,13.76151463,0
2019,4,21,11.84,6.35,7.84,268.19,79,-213.3544304,0.310180464,3.956383465,0
2019,4,22,12.4,6.23,0.83,267.69,79,-213.3544304,0.256108203,30.85641005,0
2019,4,23,15.1,6.59,0,219.12,79,0,0,0,0
2019,4,24,17.31,6.84,0,147.12,79,0,0,0,0
2019,4,25,19.03,6.71,0,146.56,79,0,0,0,0
2019,4,26,20.55,7.45,0,109.81,79,0,0,0,0
2019,4,27,20.9,6.9,0,177.81,79,0,0,0,0
2019,4,28,20.88,7.63,0,195.88,79,0,0,0,0
2019,4,29,23.51,8,0,195,79,0,0,0,0
2019,4,30,23.05,8.3,0,193.88,79,0,0,0,0
2019,5,1,25.14,8,0,138.31,79,0,0,0,0
2019,5,2,23.67,8.91,0.01,206,79,-213.3544304,0.250073239,2500.732392,1
2019,5,3,20.77,8.3,0.01,271.31,79,-213.3544304,0.250073239,2500.732392,1
2019,5,4,19.33,8.36,0,245.94,79,0,0,0,0
2019,5,5,23.14,7.08,0,129.31,79,0,0,0,0
2019,5,6,25.8,7.14,0,187.88,79,0,0,0,0
2019,5,7,19.3,9.09,0,269.5,79,0,0,0,0
2019,5,8,17.96,7.93,0,287.75,79,0,0,0,0
2019,5,9,16.91,7.63,0,250.12,79,0,0,0,0
2019,5,10,17.61,7.63,0,256.5,79,0,0,0,0
2019,5,11,20.26,7.08,0,186.69,79,0,0,0,0
2019,5,12,23.9,7.45,0,172.69,79,0,0,0,0
2019,5,13,24.63,7.75,0,207.38,79,0,0,0,0
2019,5,14,27.05,7.75,0,173,79,0,0,0,0
2019,5,15,27.89,8.91,0,173.38,79,0,0,0,0
2019,5,16,26.66,9.89,0,215.62,79,0,0,0,0
2019,5,17,26.52,8.12,0,197.94,79,0,0,0,0
2019,5,18,23.43,7.93,0,269,79,0,0,0,0
2019,5,19,22.81,7.51,0,289.38,79,0,0,0,0
2019,5,20,23.86,8.73,0,192.44,79,0,0,0,0
2019,5,21,27.26,8.48,0,195.69,79,0,0,0,0
2019,5,22,29.42,8.18,0,174.06,79,0,0,0,0
2019,5,23,31.28,7.87,0,143.62,79,0,0,0,0
2019,5,24,30.25,8.42,0,205.12,79,0,0,0,0
2019,5,25,25.35,10.86,0,278.19,79,0,0,0,0
2019,5,26,23.45,8.06,0,293.12,79,0,0,0,0
2019,5,27,24.08,8.48,0,223.56,79,0,0,0,0
2019,5,28,27.12,9.58,0,210.5,79,0,0,0,0
2019,5,29,29.57,9.16,0,179.69,79,0,0,0,0
2019,5,30,31.29,7.45,0,175.5,79,0,0,0,0
2019,5,31,31.05,8.61,0,186.62,79,0,0,0,0
2019,6,1,28.58,10.31,0,274.62,79,0,0,0,0
2019,6,2,27.38,10.56,0,264.5,79,0,0,0,0
2019,6,3,28.89,10.01,0,249,79,0,0,0,0
2019,6,4,28.98,10.19,4.55,247.56,79,-213.3544304,0.284234507,6.246912244,0
2019,6,5,30.24,9.58,0,168.19,79,0,0,0,0
2019,6,6,29.69,9.7,0.16,218.19,79,-213.3544304,0.251172859,156.9830366,1
2019,6,7,29.67,11.41,0.02,202.06,79,-213.3544304,0.250146487,1250.732435,1
2019,6,8,26.77,12.21,0.01,277.88,79,-213.3544304,0.250073239,2500.732392,1
2019,6,9,26.3,11.47,0,266.25,79,0,0,0,0
2019,6,10,27.5,7.87,0,206.38,79,0,0,0,0
2019,6,11,29.76,7.02,0,195.88,79,0,0,0,0
2019,6,12,27.68,10.13,0,263.56,79,0,0,0,0
2019,6,13,25.54,12.02,0,267.69,79,0,0,0,0
2019,6,14,25.85,11.29,0,274.19,79,0,0,0,0
2019,6,15,26.51,11.05,0,267.12,79,0,0,0,0
2019,6,16,28.24,10.86,0,251.38,79,0,0,0,0
2019,6,17,27.33,11.23,0,257.94,79,0,0,0,0
2019,6,18,26.69,11.84,0.01,255.31,79,-213.3544304,0.250073239,2500.732392,1
2019,6,19,27.21,11.35,0,251.19,79,0,0,0,0
2019,6,20,26.84,10.8,0,254.94,79,0,0,0,0
2019,6,21,26.73,11.17,0,241.19,79,0,0,0,0
2019,6,22,26.9,11.9,0,266.94,79,0,0,0,0
2019,6,23,27.69,12.15,0,247.31,79,0,0,0,0
2019,6,24,29.4,11.41,0,236.25,79,0,0,0,0
2019,6,25,30.87,11.54,0,233.62,79,0,0,0,0
2019,6,26,30.44,13.55,0,272.5,79,0,0,0,0
2019,6,27,28.63,10.44,0,270.56,79,0,0,0,0
2019,6,28,27.19,12.21,0,255.44,79,0,0,0,0
2019,6,29,28.41,13.49,0,267.19,79,0,0,0,0
2019,6,30,28.78,13.61,0,269.31,79,0,0,0,0
2019,7,1,28.77,11.72,0,267.69,79,0,0,0,0
2019,7,2,27.26,9.46,0,302.12,79,0,0,0,0
2019,7,3,27.87,11.05,0,270.5,79,0,0,0,0
2019,7,4,28.08,11.05,0,276.81,79,0,0,0,0
2019,7,5,27.73,12.21,0,283.88,79,0,0,0,0
2019,7,6,28.69,12.45,0,267.62,79,0,0,0,0
2019,7,7,28.76,12.45,0,245.5,79,0,0,0,0
2019,7,8,28.76,12.15,0,258.12,79,0,0,0,0
2019,7,9,28.76,11.9,0,264.69,79,0,0,0,0
2019,7,10,28.96,12.15,0,248.12,79,0,0,0,0
2019,7,11,29.66,11.35,0,248.69,79,0,0,0,0
2019,7,12,29.7,11.35,0,246.69,79,0,0,0,0
2019,7,13,27.65,12.02,0,256.44,79,0,0,0,0
2019,7,14,27.95,10.99,0,253.06,79,0,0,0,0
2019,7,15,27.38,11.96,0,270.62,79,0,0,0,0
2019,7,16,28.74,10.93,0,270.06,79,0,0,0,0
2019,7,17,31.89,9.83,0,216.19,79,0,0,0,0
2019,7,18,28.89,13.61,0,263.75,79,0,0,0,0
2019,7,19,28.13,12.33,0,278.25,79,0,0,0,0
2019,7,20,27.55,12.57,0,283.94,79,0,0,0,0
2019,7,21,27.91,13.67,0,280.81,79,0,0,0,0
2019,7,22,29.12,13.24,0,282.56,79,0,0,0,0
2019,7,23,29.39,11.41,0,270.06,79,0,0,0,0
2019,7,24,29.27,10.86,0,274.69,79,0,0,0,0
2019,7,25,29.15,10.01,0,226.25,79,0,0,0,0
2019,7,26,28.15,11.54,0,273.06,79,0,0,0,0
2019,7,27,28.55,13.37,0,279.44,79,0,0,0,0
2019,7,28,28.69,12.76,0,272.88,79,0,0,0,0
2019,7,29,28.85,12.02,0,249.25,79,0,0,0,0
2019,7,30,30.48,10.56,0,255.06,79,0,0,0,0
2019,7,31,30.58,11.11,0,253.06,79,0,0,0,0
2019,8,1,28.89,13.61,0,278.81,79,0,0,0,0
2019,8,2,27.89,13.61,0,267.62,79,0,0,0,0
2019,8,3,28.24,13.43,0,271.5,79,0,0,0,0
2019,8,4,29.27,13.43,0,244.75,79,0,0,0,0
2019,8,5,29.57,14.53,0,249.75,79,0,0,0,0
2019,8,6,28.67,12.82,0,262.38,79,0,0,0,0
2019,8,7,28.15,12.51,0,260.69,79,0,0,0,0
2019,8,8,28.1,13.49,0,274.56,79,0,0,0,0
2019,8,9,27.95,12.88,0,268.06,79,0,0,0,0
2019,8,10,28.15,13,0,259.44,79,0,0,0,0
2019,8,11,28.22,13.24,0,266.38,79,0,0,0,0
2019,8,12,29.12,13.06,0,268.75,79,0,0,0,0
2019,8,13,30.17,11.05,0,276.19,79,0,0,0,0
2019,8,14,29.43,11.9,0,267,79,0,0,0,0
2019,8,15,29.28,10.31,0,236.94,79,0,0,0,0
2019,8,16,30.75,7.87,0,231.94,79,0,0,0,0
2019,8,17,28.44,14.1,0,258.88,79,0,0,0,0
2019,8,18,28.48,13.37,0,264.88,79,0,0,0,0
2019,8,19,28.4,11.96,0,257.25,79,0,0,0,0
2019,8,20,27.73,12.08,0,274.25,79,0,0,0,0
2019,8,21,28.23,12.63,0,307.88,79,0,0,0,0
2019,8,22,28.8,12.02,0,229.06,79,0,0,0,0
2019,8,23,29.72,11.9,0,249.12,79,0,0,0,0
2019,8,24,29.89,14.34,0,289.69,79,0,0,0,0
2019,8,25,29.48,13.55,0,283.88,79,0,0,0,0
2019,8,26,29.54,11.6,0,278.5,79,0,0,0,0
2019,8,27,29.13,13,0,255.12,79,0,0,0,0
2019,8,28,28.88,14.53,0,283.44,79,0,0,0,0
2019,8,29,29.1,14.4,0,280,79,0,0,0,0
2019,8,30,28.97,13.79,0,285.06,79,0,0,0,0
2019,8,31,29.37,13.98,0,269.31,79,0,0,0,0
2019,9,1,29.39,13.24,0,270.69,79,0,0,0,0
2019,9,2,28.82,13.12,0,293.44,79,0,0,0,0
2019,9,3,27.58,13.12,0,275.5,79,0,0,0,0
2019,9,4,27.21,12.51,0,277.56,79,0,0,0,0
2019,9,5,27.62,13.06,0,262.81,79,0,0,0,0
2019,9,6,27.61,12.21,0,275.88,79,0,0,0,0
2019,9,7,26.8,12.7,0,261.25,79,0,0,0,0
2019,9,8,27.62,13.98,0,278.56,79,0,0,0,0
2019,9,9,27.94,13.49,0,278.81,79,0,0,0,0
2019,9,10,27.66,13.06,0,278.69,79,0,0,0,0
2019,9,11,26.99,13.31,0,288.12,79,0,0,0,0
2019,9,12,26.5,13.12,0,286.5,79,0,0,0,0
2019,9,13,27.28,13.37,0,295,79,0,0,0,0
2019,9,14,26.91,13.37,0,281.06,79,0,0,0,0
2019,9,15,26.37,12.63,0,262.62,79,0,0,0,0
2019,9,16,26.84,12.45,0,260.44,79,0,0,0,0
2019,9,17,27.01,10.8,0,288.06,79,0,0,0,0
2019,9,18,28.57,10.01,0,174.75,79,0,0,0,0
2019,9,19,29.7,11.84,0,204.38,79,0,0,0,0
2019,9,20,27.58,11.96,0,293.44,79,0,0,0,0
2019,9,21,25.95,11.11,0,288.62,79,0,0,0,0
2019,9,22,25.89,11.17,0,230.38,79,0,0,0,0
2019,9,23,25.19,9.52,0,244.25,79,0,0,0,0
2019,9,24,25.44,9.89,0,244.19,79,0,0,0,0
2019,9,25,24.93,10.44,0,260.12,79,0,0,0,0
2019,9,26,25.77,10.8,0,257.81,79,0,0,0,0
2019,9,27,27.33,10.68,0,203.5,79,0,0,0,0
2019,9,28,25.69,12.63,0,295.69,79,0,0,0,0
2019,9,29,25.37,12.94,0,280.75,79,0,0,0,0
2019,9,30,25.92,12.21,0,241.75,79,0,0,0,0
2019,10,1,25.46,11.72,0,263.06,79,0,0,0,0
2019,10,2,25.33,11.84,0,272,79,0,0,0,0
2019,10,3,24.51,10.44,0,244,79,0,0,0,0
2019,10,4,24.23,9.16,0,195.12,79,0,0,0,0
2019,10,5,24.7,9.64,0.06,192.19,79,-213.3544304,0.250439564,417.3992736,1
2019,10,6,23.65,11.17,0,230.56,79,0,0,0,0
2019,10,7,24.8,10.99,0,222.88,79,0,0,0,0
2019,10,8,26.12,9.64,0,196.75,79,0,0,0,0
2019,10,9,25.96,10.99,0,240.69,79,0,0,0,0
2019,10,10,25.74,10.31,0,221.44,79,0,0,0,0
2019,10,11,24.72,12.08,0,277.56,79,0,0,0,0
2019,10,12,25.13,11.72,0,247.25,79,0,0,0,0
2019,10,13,26.67,6.77,0,88,79,0,0,0,0
2019,10,14,30.19,7.02,0.04,131.75,79,-213.3544304,0.250293008,625.7325211,1
2019,10,15,29.3,8.18,1.66,147.19,79,-213.3544304,0.262276396,15.7997829,0
2019,10,16,28.21,11.29,1.31,186.5,79,-213.3544304,0.25966798,19.82198319,0
2019,10,17,26.59,11.66,0.03,213.44,79,-213.3544304,0.250219743,834.0658115,1
2019,10,18,24.23,11.72,0,281.19,79,0,0,0,0
2019,10,19,23.62,11.17,0,289.88,79,0,0,0,0
2019,10,20,23.36,11.54,0.01,252,79,-213.3544304,0.250073239,2500.732392,1
2019,10,21,22.94,11.23,0.01,192.69,79,-213.3544304,0.250073239,2500.732392,1
2019,10,22,23.03,7.63,0.01,146.19,79,-213.3544304,0.250073239,2500.732392,1
2019,10,23,24.43,7.51,0.44,173.88,79,-213.3544304,0.253230666,57.55242405,1
2019,10,24,22.37,9.89,0.29,206.94,79,-213.3544304,0.252127428,86.94049242,1
2019,10,25,22.01,8.91,0.17,174.25,79,-213.3544304,0.251246235,147.7919031,1
2019,10,26,22.26,8.18,1.16,153.25,79,-213.3544304,0.258553384,22.28908484,0
2019,10,27,22.58,9.16,1.9,207.12,79,-213.3544304,0.264071277,13.89848826,0
2019,10,28,21.26,11.11,1.72,223.38,79,-213.3544304,0.262724638,15.27468828,0
2019,10,29,20.26,10.31,1.72,245.88,79,-213.3544304,0.262724638,15.27468828,0
2019,10,30,19.82,9.22,0,149.56,79,0,0,0,0
2019,10,31,20.38,8.12,0,203.69,79,0,0,0,0
2019,11,1,20.18,9.89,0,203.81,79,0,0,0,0
2019,11,2,20.27,10.31,0.07,221.56,79,-213.3544304,0.250512855,357.8755071,1
2019,11,3,20.41,8.54,0,167.69,79,0,0,0,0
2019,11,4,21.98,6.35,0,122.25,79,0,0,0,0
2019,11,5,22.8,5.43,0,111.69,79,0,0,0,0
2019,11,6,24.06,5.92,0,90.81,79,0,0,0,0
2019,11,7,23.86,6.04,0,96.56,79,0,0,0,0
2019,11,8,24.22,5.92,0,119.31,79,0,0,0,0
2019,11,9,23.52,5.31,0,127.75,79,0,0,0,0
2019,11,10,24.39,4.27,0,110.5,79,0,0,0,0
2019,11,11,23.49,3.05,0,93.44,79,0,0,0,0
2019,11,12,22.47,5.37,0,101.38,79,0,0,0,0
2019,11,13,24.62,8.18,0,113.31,79,0,0,0,0
2019,11,14,24.83,8.3,0.13,155.75,79,-213.3544304,0.25095278,193.0406,1
2019,11,15,22.4,9.46,12.59,201.75,79,-213.3544304,0.349545494,2.77637406,0
2019,11,16,19.12,9.83,5.56,127.88,79,-213.3544304,0.292089697,5.253411822,0
2019,11,17,16.6,4.33,0,75.5,79,0,0,0,0
2019,11,18,13.85,3.3,0,89.12,79,0,0,0,0
2019,11,19,12.81,3.3,0,105.25,79,0,0,0,0
2019,11,20,13.05,3.23,0,120.25,79,0,0,0,0
2019,11,21,14.13,3.17,0,124.81,79,0,0,0,0
2019,11,22,14.96,3.91,0,187.56,79,0,0,0,0
2019,11,23,14.45,5.74,0,190.5,79,0,0,0,0
2019,11,24,14.14,4.52,0,117.19,79,0,0,0,0
2019,11,25,15.4,4.21,0,115.5,79,0,0,0,0
2019,11,26,17.69,5.13,0,164,79,0,0,0,0
2019,11,27,17.11,6.53,0,218.44,79,0,0,0,0
2019,11,28,15.73,7.02,0,193.25,79,0,0,0,0
2019,11,29,16.41,7.26,0,156.19,79,0,0,0,0
2019,11,30,16.14,5.07,0,105.88,79,0,0,0,0
2019,12,1,15.85,6.53,0.16,202.81,79,-213.3544304,0.251172859,156.9830366,1
2019,12,2,15.06,7.93,6.71,271.12,79,-213.3544304,0.301151544,4.48810051,0
2019,12,3,13.33,6.47,0,155,79,0,0,0,0
2019,12,4,14.49,6.35,0,200.88,79,0,0,0,0
2019,12,5,14.31,8.06,1.52,211.38,79,-213.3544304,0.261231734,17.18629832,0
2019,12,6,13.81,7.02,0.22,317.25,79,-213.3544304,0.251613248,114.3696583,1
2019,12,7,12.39,6.35,0.02,221.94,79,-213.3544304,0.250146487,1250.732435,1
2019,12,8,12.28,7.63,5.38,186.25,79,-213.3544304,0.290682733,5.403024782,0
2019,12,9,13.99,8.42,8.59,222.19,79,-213.3544304,0.316242613,3.681520529,0
2019,12,10,14.66,8.24,3.2,188.75,79,-213.3544304,0.273882943,8.55884198,0
2019,12,11,14.95,6.96,0,128.31,79,0,0,0,0
2019,12,12,14.51,6.96,5.35,194,79,-213.3544304,0.290448537,5.428944619,0
2019,12,13,13.31,7.69,2.67,206.44,79,-213.3544304,0.26986447,10.10728352,0
2019,12,14,12.72,6.16,0.08,188.69,79,-213.3544304,0.250586154,313.2326929,1
2019,12,15,12.85,4.94,0,149.94,79,0,0,0,0
2019,12,16,12.09,5.31,0,88.69,79,0,0,0,0
2019,12,17,12.27,6.1,0,190.81,79,0,0,0,0
2019,12,18,12.46,5.62,0,78.81,79,0,0,0,0
2019,12,19,12.26,4.03,0,122.56,79,0,0,0,0
2019,12,20,12.26,3.66,0,123.12,79,0,0,0,0
2019,12,21,11.87,3.42,0,123.75,79,0,0,0,0
2019,12,22,11.61,3.36,0,133.44,79,0,0,0,0
2019,12,23,12.3,4.46,0,171.69,79,0,0,0,0
2019,12,24,12.12,5.31,0,202.5,79,0,0,0,0
2019,12,25,12.17,6.65,20.1,206.56,79,-213.3544304,0.416850901,2.073885078,0
